city,date,year,month,day,dow,all,allage1,allage2,tmean,rh,pm10
Valencia,06dec2004,2004,12,6,1,27,3,24,10.2,80.699997,21.799999
Valencia,07dec2004,2004,12,7,2,16,3,13,9.6000004,80.099998,21.5
Valencia,08dec2004,2004,12,8,3,18,5,13,11.1,82.099998,14.6
Valencia,09dec2004,2004,12,9,4,25,0,25,11.6,79.699997,20.799999
Valencia,10dec2004,2004,12,10,5,21,3,18,13.6,76.699997,31.4
Valencia,11dec2004,2004,12,11,6,15,3,12,12.4,73.599998,20.6
Valencia,12dec2004,2004,12,12,0,15,3,12,11.9,79.900002,21.200001
Valencia,13dec2004,2004,12,13,1,20,3,17,13.4,82.800003,22.6
Valencia,14dec2004,2004,12,14,2,16,2,14,11.3,83.300003,23
Valencia,15dec2004,2004,12,15,3,12,1,11,13.3,82.300003,22.700001
Valencia,16dec2004,2004,12,16,4,18,2,16,12.3,77.300003,31.5
Valencia,17dec2004,2004,12,17,5,28,8,20,13.4,58.599998,24.299999
Valencia,18dec2004,2004,12,18,6,15,5,10,15.5,45.599998,26.4
Valencia,19dec2004,2004,12,19,0,12,2,10,12.7,63.400002,24.1
Valencia,20dec2004,2004,12,20,1,15,2,13,12.7,52.5,25
Valencia,21dec2004,2004,12,21,2,16,3,13,8,62.099998,30.700001
Valencia,22dec2004,2004,12,22,3,15,4,11,7.5,66.300003,29.9
Valencia,23dec2004,2004,12,23,4,24,4,20,7.9000001,62,37.299999
Valencia,24dec2004,2004,12,24,5,21,2,19,9.1000004,72.5,35
Valencia,25dec2004,2004,12,25,6,10,0,10,8.3000002,71.699997,25
Valencia,26dec2004,2004,12,26,0,20,5,15,7.9000001,47.400002,27.1
Valencia,27dec2004,2004,12,27,1,24,4,20,7.9000001,40,25.9
Valencia,28dec2004,2004,12,28,2,28,5,23,6.4000001,55.799999,29.799999
Valencia,29dec2004,2004,12,29,3,16,2,14,11.8,47.299999,41.599998
Valencia,30dec2004,2004,12,30,4,18,2,16,9.3999996,61.099998,34
Valencia,31dec2004,2004,12,31,5,27,4,23,9.1999998,73,30.200001
Valencia,01jan2005,2005,1,1,6,26,3,23,9.8000002,73.199997,16.700001
Valencia,02jan2005,2005,1,2,0,27,4,23,10.1,70.699997,16.299999
Valencia,03jan2005,2005,1,3,1,26,7,19,9,63.099998,26.5
Valencia,04jan2005,2005,1,4,2,29,5,24,10,70.599998,32.599998
Valencia,05jan2005,2005,1,5,3,24,4,20,8,74.5,36.099998
Valencia,06jan2005,2005,1,6,4,23,8,15,8.3000002,67.400002,20.6
Valencia,07jan2005,2005,1,7,5,18,3,15,8.1000004,74.400002,28.6
Valencia,08jan2005,2005,1,8,6,24,1,23,7.0999999,72,28.6
Valencia,09jan2005,2005,1,9,0,18,3,15,7.6999998,72,25.6
Valencia,10jan2005,2005,1,10,1,22,6,16,8.8999996,73.900002,29.1
Valencia,11jan2005,2005,1,11,2,32,5,27,6.5,71,34.599998
Valencia,12jan2005,2005,1,12,3,24,2,22,7,71.5,36.299999
Valencia,13jan2005,2005,1,13,4,30,4,26,7.9000001,77.699997,48.299999
Valencia,14jan2005,2005,1,14,5,38,10,28,9.3999996,76.900002,41.200001
Valencia,15jan2005,2005,1,15,6,30,5,25,8.3999996,76.699997,28.6
Valencia,16jan2005,2005,1,16,0,35,3,32,10.8,78,29.700001
Valencia,17jan2005,2005,1,17,1,25,2,23,10,77.800003,33.599998
Valencia,18jan2005,2005,1,18,2,34,5,29,10.7,59.400002,54.799999
Valencia,19jan2005,2005,1,19,3,22,3,19,12.4,46,54.099998
Valencia,20jan2005,2005,1,20,4,24,3,21,16.4,51.599998,31.1
Valencia,21jan2005,2005,1,21,5,31,2,29,12.7,62.799999,30.4
Valencia,22jan2005,2005,1,22,6,26,4,22,10.5,70.699997,27.200001
Valencia,23jan2005,2005,1,23,0,24,4,20,9.5,74.199997,25
Valencia,24jan2005,2005,1,24,1,25,3,22,9.8999996,57.400002,44.400002
Valencia,25jan2005,2005,1,25,2,30,5,25,6.1999998,31.1,41.799999
Valencia,26jan2005,2005,1,26,3,26,3,23,3.9000001,33.599998,27.5
Valencia,27jan2005,2005,1,27,4,20,2,18,1.8,47.799999,24.6
Valencia,28jan2005,2005,1,28,5,28,3,25,3.4000001,48.599998,26.5
Valencia,29jan2005,2005,1,29,6,29,7,22,9.6000004,50.400002,27.1
Valencia,30jan2005,2005,1,30,0,28,6,22,6.5999999,52.799999,31.048
Valencia,31jan2005,2005,1,31,1,26,3,23,5.0999999,53.400002,31.048
Valencia,01feb2005,2005,2,1,2,26,4,22,7.0999999,59.200001,37.900002
Valencia,02feb2005,2005,2,2,3,30,2,28,7.9000001,68,34.099998
Valencia,03feb2005,2005,2,3,4,30,1,29,8.6000004,70.400002,27.5
Valencia,04feb2005,2005,2,4,5,19,3,16,9.1000004,74.400002,25.200001
Valencia,05feb2005,2005,2,5,6,22,2,20,8.6999998,77.199997,25.200001
Valencia,06feb2005,2005,2,6,0,33,7,26,8.8000002,81.099998,19.4
Valencia,07feb2005,2005,2,7,1,29,3,26,7.9000001,82.599998,18.200001
Valencia,08feb2005,2005,2,8,2,27,2,25,8.8000002,82.699997,12.8
Valencia,09feb2005,2005,2,9,3,29,3,26,10.3,76.199997,20.9
Valencia,10feb2005,2005,2,10,4,22,2,20,10.3,69.800003,27.1
Valencia,11feb2005,2005,2,11,5,18,1,17,10.9,65.5,42.299999
Valencia,12feb2005,2005,2,12,6,17,4,13,13.4,57.400002,37.5
Valencia,13feb2005,2005,2,13,0,22,4,18,15.3,49.400002,33.599998
Valencia,14feb2005,2005,2,14,1,25,5,20,12.7,38.599998,51.299999
Valencia,15feb2005,2005,2,15,2,24,3,21,10,40,42.900002
Valencia,16feb2005,2005,2,16,3,16,1,15,7.5999999,38.599998,19.9
Valencia,17feb2005,2005,2,17,4,25,5,20,5.5999999,51.299999,28.799999
Valencia,18feb2005,2005,2,18,5,21,3,18,6.8000002,58.599998,32.5
Valencia,19feb2005,2005,2,19,6,23,1,22,9,52.799999,32
Valencia,20feb2005,2005,2,20,0,18,2,16,11.2,44.299999,19.9
Valencia,21feb2005,2005,2,21,1,21,3,18,8.3999996,45.299999,21.799999
Valencia,22feb2005,2005,2,22,2,17,3,14,7.1999998,53.900002,48.099998
Valencia,23feb2005,2005,2,23,3,18,5,13,6.4000001,85.099998,24.6
Valencia,24feb2005,2005,2,24,4,25,2,23,5.1999998,83.300003,21.5
Valencia,25feb2005,2005,2,25,5,32,6,26,4.8000002,85.300003,25.799999
Valencia,26feb2005,2005,2,26,6,18,4,14,7.0999999,62.700001,28.299999
Valencia,27feb2005,2005,2,27,0,17,5,12,7.1999998,57.400002,21.6
Valencia,28feb2005,2005,2,28,1,22,0,22,5.6999998,50.099998,26.773684
Valencia,01mar2005,2005,3,1,2,20,1,19,5.9000001,51.099998,24
Valencia,02mar2005,2005,3,2,3,16,0,16,8.1000004,77.199997,26.799999
Valencia,03mar2005,2005,3,3,4,29,10,19,11.2,51.299999,23.4
Valencia,04mar2005,2005,3,4,5,22,1,21,8.5,45.400002,23.200001
Valencia,05mar2005,2005,3,5,6,17,4,13,9.1999998,46.299999,22.799999
Valencia,06mar2005,2005,3,6,0,19,3,16,10.6,43.5,20.799999
Valencia,07mar2005,2005,3,7,1,18,3,15,7.5,45,25.908333
Valencia,08mar2005,2005,3,8,2,26,5,21,6,61.099998,23.890909
Valencia,09mar2005,2005,3,9,3,25,8,17,7.6999998,66.099998,23.82
Valencia,10mar2005,2005,3,10,4,21,4,17,8.6999998,70.300003,24.077778
Valencia,11mar2005,2005,3,11,5,20,1,19,9.6000004,79.199997,25
Valencia,12mar2005,2005,3,12,6,18,4,14,10,73.699997,25.5
Valencia,13mar2005,2005,3,13,0,21,3,18,11.8,76.199997,26.788889
Valencia,14mar2005,2005,3,14,1,24,1,23,11.8,84.300003,26.559999
Valencia,15mar2005,2005,3,15,2,21,3,18,12.9,78.900002,26.719999
Valencia,16mar2005,2005,3,16,3,20,4,16,13.2,75.599998,26.889999
Valencia,17mar2005,2005,3,17,4,18,4,14,12,70.5,28.52
Valencia,18mar2005,2005,3,18,5,32,4,28,11.7,65.300003,29.73
Valencia,19mar2005,2005,3,19,6,25,4,21,11.8,64.599998,30.459999
Valencia,20mar2005,2005,3,20,0,18,1,17,13.4,69.400002,30.91
Valencia,21mar2005,2005,3,21,1,27,7,20,13.7,79.699997,30.654545
Valencia,22mar2005,2005,3,22,2,20,6,14,16.700001,70.099998,30.758333
Valencia,23mar2005,2005,3,23,3,20,2,18,14.7,81.5,31.907692
Valencia,24mar2005,2005,3,24,4,13,6,7,16.799999,67.400002,34.099998
Valencia,25mar2005,2005,3,25,5,17,2,15,15.3,74.099998,32.799999
Valencia,26mar2005,2005,3,26,6,15,3,12,15.8,66.300003,33.200001
Valencia,27mar2005,2005,3,27,0,18,4,14,16.799999,51,24.5
Valencia,28mar2005,2005,3,28,1,13,2,11,17.700001,48.599998,25.6
Valencia,29mar2005,2005,3,29,2,22,2,20,20,50.700001,28.5
Valencia,30mar2005,2005,3,30,3,27,4,23,18.4,58.200001,39.700001
Valencia,31mar2005,2005,3,31,4,20,3,17,15.9,63.099998,35.299999
Valencia,01apr2005,2005,4,1,5,18,1,17,14.2,68.300003,30.1
Valencia,02apr2005,2005,4,2,6,20,4,16,12.9,81.5,25.299999
Valencia,03apr2005,2005,4,3,0,22,6,16,13.5,81.099998,28.1
Valencia,04apr2005,2005,4,4,1,19,5,14,14.9,73.599998,31.9
Valencia,05apr2005,2005,4,5,2,22,6,16,13.9,76.800003,45.700001
Valencia,06apr2005,2005,4,6,3,16,1,15,13.9,75,42.299999
Valencia,07apr2005,2005,4,7,4,16,1,15,15.3,73.699997,32.799999
Valencia,08apr2005,2005,4,8,5,19,3,16,14,78.199997,37.799999
Valencia,09apr2005,2005,4,9,6,13,0,13,11.8,38,31.4
Valencia,10apr2005,2005,4,10,0,8,0,8,12.3,38.599998,19.4
Valencia,11apr2005,2005,4,11,1,17,4,13,15.4,40,25.700001
Valencia,12apr2005,2005,4,12,2,21,6,15,13.7,55,39.5
Valencia,13apr2005,2005,4,13,3,13,2,11,13.7,65.099998,40.900002
Valencia,14apr2005,2005,4,14,4,16,1,15,14.6,71,47.700001
Valencia,15apr2005,2005,4,15,5,20,3,17,14.5,64.5,36.299999
Valencia,16apr2005,2005,4,16,6,21,5,16,14.6,42.299999,24.1
Valencia,17apr2005,2005,4,17,0,15,3,12,18.200001,43.599998,22.200001
Valencia,18apr2005,2005,4,18,1,15,2,13,21.4,45.799999,56.400002
Valencia,19apr2005,2005,4,19,2,20,5,15,19.299999,40.700001,39.099998
Valencia,20apr2005,2005,4,20,3,22,2,20,17.200001,52.5,33.900002
Valencia,21apr2005,2005,4,21,4,19,3,16,20.1,54.099998,35.900002
Valencia,22apr2005,2005,4,22,5,20,5,15,17.6,68.099998,42.400002
Valencia,23apr2005,2005,4,23,6,13,2,11,14.6,77.099998,38.599998
Valencia,24apr2005,2005,4,24,0,16,2,14,19.5,55.799999,56.599998
Valencia,25apr2005,2005,4,25,1,13,1,12,18.6,48.700001,39.400002
Valencia,26apr2005,2005,4,26,2,8,2,6,16.6,58.900002,29.4
Valencia,27apr2005,2005,4,27,3,19,2,17,16.1,57.099998,32.5
Valencia,28apr2005,2005,4,28,4,15,2,13,17.9,51.799999,46.5
Valencia,29apr2005,2005,4,29,5,16,1,15,18.299999,49.5,43.5
Valencia,30apr2005,2005,4,30,6,14,3,11,19.6,45.400002,34.299999
Valencia,01may2005,2005,5,1,0,16,1,15,18.6,50,25.5
Valencia,02may2005,2005,5,2,1,19,3,16,17,75.099998,40
Valencia,03may2005,2005,5,3,2,11,2,9,21.6,71.900002,50.400002
Valencia,04may2005,2005,5,4,3,14,2,12,19.5,71.300003,41.599998
Valencia,05may2005,2005,5,5,4,11,0,11,18.4,69.900002,31.6
Valencia,06may2005,2005,5,6,5,16,1,15,18.4,57.299999,38.900002
Valencia,07may2005,2005,5,7,6,15,3,12,18.4,62.099998,36
Valencia,08may2005,2005,5,8,0,17,3,14,19.299999,69.099998,36.563999
Valencia,09may2005,2005,5,9,1,12,3,9,17.700001,75.199997,36.256001
Valencia,10may2005,2005,5,10,2,9,3,6,21.4,69.199997,52.299999
Valencia,11may2005,2005,5,11,3,11,2,9,19.200001,72.5,38
Valencia,12may2005,2005,5,12,4,7,1,6,19,74.699997,40.299999
Valencia,13may2005,2005,5,13,5,15,2,13,18.9,77.900002,46.900002
Valencia,14may2005,2005,5,14,6,15,3,12,20.200001,51.099998,27.6
Valencia,15may2005,2005,5,15,0,18,3,15,20.200001,54.900002,27.5
Valencia,16may2005,2005,5,16,1,20,1,19,18.1,73.400002,36.700001
Valencia,17may2005,2005,5,17,2,14,0,14,17.5,55.299999,27.4
Valencia,18may2005,2005,5,18,3,19,1,18,19,47.700001,24
Valencia,19may2005,2005,5,19,4,12,0,12,19.4,54.599998,33.599998
Valencia,20may2005,2005,5,20,5,11,1,10,20.6,53.099998,39.299999
Valencia,21may2005,2005,5,21,6,18,1,17,19.200001,60.099998,30.9
Valencia,22may2005,2005,5,22,0,17,6,11,20.4,70.199997,31.700001
Valencia,23may2005,2005,5,23,1,17,3,14,19.200001,66.099998,37.099998
Valencia,24may2005,2005,5,24,2,14,1,13,19.799999,63,35.5
Valencia,25may2005,2005,5,25,3,19,3,16,20.700001,53.799999,36.599998
Valencia,26may2005,2005,5,26,4,29,4,25,21,55.299999,38.799999
Valencia,27may2005,2005,5,27,5,15,1,14,21.1,58.599998,36.099998
Valencia,28may2005,2005,5,28,6,20,4,16,21.700001,56.400002,27
Valencia,29may2005,2005,5,29,0,17,1,16,22,56.5,26.4
Valencia,30may2005,2005,5,30,1,19,3,16,21.799999,61.599998,38.099998
Valencia,31may2005,2005,5,31,2,13,1,12,22,65.800003,33
Valencia,01jun2005,2005,6,1,3,18,3,15,21.299999,61.599998,43.400002
Valencia,02jun2005,2005,6,2,4,17,0,17,20.9,54.900002,35.900002
Valencia,03jun2005,2005,6,3,5,21,6,15,21.299999,61.200001,34.799999
Valencia,04jun2005,2005,6,4,6,18,3,15,21.1,72.599998,35
Valencia,05jun2005,2005,6,5,0,18,3,15,22.6,67.199997,31.5
Valencia,06jun2005,2005,6,6,1,14,6,8,21.799999,60.799999,41.099998
Valencia,07jun2005,2005,6,7,2,16,1,15,22.1,61,37.900002
Valencia,08jun2005,2005,6,8,3,17,2,15,22.799999,54,44.200001
Valencia,09jun2005,2005,6,9,4,13,3,10,22.4,67.599998,29.5
Valencia,10jun2005,2005,6,10,5,16,3,13,20.700001,74.400002,27.799999
Valencia,11jun2005,2005,6,11,6,9,2,7,21.9,65.599998,27.200001
Valencia,12jun2005,2005,6,12,0,15,2,13,22.1,65.199997,25.6
Valencia,13jun2005,2005,6,13,1,16,7,9,22.4,66,28.6
Valencia,14jun2005,2005,6,14,2,11,2,9,24.4,51.599998,38
Valencia,15jun2005,2005,6,15,3,14,1,13,22.6,57.900002,30.4
Valencia,16jun2005,2005,6,16,4,18,3,15,23.6,59.700001,32.400002
Valencia,17jun2005,2005,6,17,5,15,2,13,24.200001,60.700001,28.5
Valencia,18jun2005,2005,6,18,6,14,2,12,23.5,58.099998,24.6
Valencia,19jun2005,2005,6,19,0,8,1,7,24.700001,52.700001,23.200001
Valencia,20jun2005,2005,6,20,1,9,3,6,25.6,50.400002,29.481819
Valencia,21jun2005,2005,6,21,2,21,4,17,27.4,46.799999,29.080952
Valencia,22jun2005,2005,6,22,3,20,4,16,25.9,59.400002,30.5
Valencia,23jun2005,2005,6,23,4,12,2,10,24.4,70.099998,28.5
Valencia,24jun2005,2005,6,24,5,20,2,18,25.5,58.5,25.700001
Valencia,25jun2005,2005,6,25,6,15,1,14,25,66,24.9
Valencia,26jun2005,2005,6,26,0,22,2,20,24.700001,69.5,21
Valencia,27jun2005,2005,6,27,1,16,6,10,24,74.400002,28.5
Valencia,28jun2005,2005,6,28,2,12,1,11,26.200001,56.799999,33.099998
Valencia,29jun2005,2005,6,29,3,16,2,14,28.1,42.799999,35
Valencia,30jun2005,2005,6,30,4,17,3,14,25.5,57,26.552631
Valencia,01jul2005,2005,7,1,5,15,0,15,24.6,66.900002,26.273684
Valencia,02jul2005,2005,7,2,6,17,4,13,25.1,65.800003,26.584211
Valencia,03jul2005,2005,7,3,0,15,3,12,25.1,64.099998,23.5
Valencia,04jul2005,2005,7,4,1,18,4,14,24.6,72.900002,26.772223
Valencia,05jul2005,2005,7,5,2,19,4,15,23.9,70.5,28.799999
Valencia,06jul2005,2005,7,6,3,9,2,7,24.200001,66.900002,27.049999
Valencia,07jul2005,2005,7,7,4,17,2,15,23.6,68.099998,27.700001
Valencia,08jul2005,2005,7,8,5,15,5,10,22.4,73.900002,24.200001
Valencia,09jul2005,2005,7,9,6,6,1,5,21.299999,79.800003,27.516666
Valencia,10jul2005,2005,7,10,0,12,2,10,22.1,65.699997,17.299999
Valencia,11jul2005,2005,7,11,1,22,1,21,23,61.200001,25.1
Valencia,12jul2005,2005,7,12,2,12,3,9,24.799999,50.299999,30
Valencia,13jul2005,2005,7,13,3,10,2,8,24.1,63.400002,24.4
Valencia,14jul2005,2005,7,14,4,9,0,9,25.5,58,23.200001
Valencia,15jul2005,2005,7,15,5,12,4,8,25.6,51.400002,30.5
Valencia,16jul2005,2005,7,16,6,9,2,7,25.200001,62.900002,28.665001
Valencia,17jul2005,2005,7,17,0,22,4,18,25.799999,63.099998,29.004999
Valencia,18jul2005,2005,7,18,1,17,3,14,26.799999,47.599998,28.738094
Valencia,19jul2005,2005,7,19,2,9,0,9,24.6,58.5,35.5
Valencia,20jul2005,2005,7,20,3,17,5,12,25.5,62.700001,31.9
Valencia,21jul2005,2005,7,21,4,9,2,7,25.1,65.400002,28.9
Valencia,22jul2005,2005,7,22,5,10,4,6,25.6,70,26.700001
Valencia,23jul2005,2005,7,23,6,16,4,12,24.799999,71.400002,25.700001
Valencia,24jul2005,2005,7,24,0,10,1,9,25.1,68,29.5
Valencia,25jul2005,2005,7,25,1,13,1,12,25.200001,68.900002,34
Valencia,26jul2005,2005,7,26,2,12,3,9,25.9,68.900002,28.799999
Valencia,27jul2005,2005,7,27,3,15,1,14,26,67.300003,39.099998
Valencia,28jul2005,2005,7,28,4,14,3,11,25.9,72.900002,35.400002
Valencia,29jul2005,2005,7,29,5,13,5,8,26.799999,59.700001,31.9
Valencia,30jul2005,2005,7,30,6,16,2,14,24.799999,60.799999,30.299999
Valencia,31jul2005,2005,7,31,0,12,1,11,25,74.800003,23.4
Valencia,01aug2005,2005,8,1,1,12,3,9,24.6,68.599998,30.799999
Valencia,02aug2005,2005,8,2,2,13,2,11,22.200001,70.199997,23.700001
Valencia,03aug2005,2005,8,3,3,12,2,10,23.700001,62.799999,26
Valencia,04aug2005,2005,8,4,4,11,2,9,23.799999,60.599998,22.700001
Valencia,05aug2005,2005,8,5,5,18,5,13,25.1,54.099998,25.299999
Valencia,06aug2005,2005,8,6,6,17,4,13,24.799999,57.599998,28
Valencia,07aug2005,2005,8,7,0,7,0,7,25.200001,59.299999,26.700001
Valencia,08aug2005,2005,8,8,1,12,3,9,24.6,65.900002,27.643749
Valencia,09aug2005,2005,8,9,2,13,1,12,24.200001,74.900002,27.643749
Valencia,10aug2005,2005,8,10,3,9,2,7,26.299999,65.300003,26.880001
Valencia,11aug2005,2005,8,11,4,15,1,14,25.200001,57.400002,30.200001
Valencia,12aug2005,2005,8,12,5,15,4,11,24,63.299999,22.200001
Valencia,13aug2005,2005,8,13,6,7,3,4,25.6,56.900002,21.6
Valencia,14aug2005,2005,8,14,0,11,3,8,25.299999,53.299999,25
Valencia,15aug2005,2005,8,15,1,9,2,7,24.4,60.400002,25.139999
Valencia,16aug2005,2005,8,16,2,11,4,7,24.6,70.099998,25.300001
Valencia,17aug2005,2005,8,17,3,13,4,9,24.700001,65,25.2125
Valencia,18aug2005,2005,8,18,4,16,3,13,25,70.5,25.571428
Valencia,19aug2005,2005,8,19,5,16,0,16,23.700001,77,25.616667
Valencia,20aug2005,2005,8,20,6,13,2,11,24,65,24.516666
Valencia,21aug2005,2005,8,21,0,13,2,11,22.6,37.799999,24.08
Valencia,22aug2005,2005,8,22,1,18,4,14,22.700001,44,24.08
Valencia,23aug2005,2005,8,23,2,15,4,11,22.299999,52.400002,24.08
Valencia,24aug2005,2005,8,24,3,19,6,13,22.700001,63,25.616667
Valencia,25aug2005,2005,8,25,4,13,1,12,23.1,70.300003,23.6
Valencia,26aug2005,2005,8,26,5,11,3,8,23.700001,70.900002,23.879999
Valencia,27aug2005,2005,8,27,6,22,6,16,24,70.300003,24.450001
Valencia,28aug2005,2005,8,28,0,11,1,10,24.799999,70.099998,24.266666
Valencia,29aug2005,2005,8,29,1,12,4,8,23.700001,72.400002,24.266666
Valencia,30aug2005,2005,8,30,2,18,3,15,23.1,71.099998,24.266666
Valencia,31aug2005,2005,8,31,3,19,2,17,22.799999,70.5,24.266666
Valencia,01sep2005,2005,9,1,4,11,2,9,24.4,70.900002,24.266666
Valencia,02sep2005,2005,9,2,5,12,1,11,23.9,70.199997,21.4
Valencia,03sep2005,2005,9,3,6,7,1,6,24,60.900002,24.266666
Valencia,04sep2005,2005,9,4,0,12,1,11,23.5,66.5,24.266666
Valencia,05sep2005,2005,9,5,1,16,1,15,23.9,74,24.266666
Valencia,06sep2005,2005,9,6,2,7,1,6,23.1,67.699997,33.299999
Valencia,07sep2005,2005,9,7,3,18,6,12,20.299999,70.800003,18.1
Valencia,08sep2005,2005,9,8,4,15,3,12,20.200001,69.699997,23.15
Valencia,09sep2005,2005,9,9,5,14,2,12,23.1,58.099998,23.879999
Valencia,10sep2005,2005,9,10,6,15,1,14,25.299999,40.799999,24.4
Valencia,11sep2005,2005,9,11,0,11,0,11,22.5,41.5,24.057142
Valencia,12sep2005,2005,9,12,1,12,2,10,21.799999,57.400002,24.25
Valencia,13sep2005,2005,9,13,2,18,2,16,21,63.299999,23.588888
Valencia,14sep2005,2005,9,14,3,14,2,12,21.700001,61.400002,23.24
Valencia,15sep2005,2005,9,15,4,15,1,14,21.4,64.099998,23.24
Valencia,16sep2005,2005,9,16,5,11,3,8,25.6,48.900002,23.444445
Valencia,17sep2005,2005,9,17,6,16,2,14,21,70.599998,23.4
Valencia,18sep2005,2005,9,18,0,11,4,7,19,50.400002,23.49091
Valencia,19sep2005,2005,9,19,1,12,5,7,18.6,49.099998,23.25
Valencia,20sep2005,2005,9,20,2,13,2,11,18,61.299999,22.583334
Valencia,21sep2005,2005,9,21,3,15,5,10,19.1,69.800003,19.799999
Valencia,22sep2005,2005,9,22,4,14,4,10,20,72.199997,26.799999
Valencia,23sep2005,2005,9,23,5,16,2,14,20.9,75.599998,27
Valencia,24sep2005,2005,9,24,6,15,2,13,21.299999,71.5,22
Valencia,25sep2005,2005,9,25,0,12,1,11,21,69.599998,25.6
Valencia,26sep2005,2005,9,26,1,16,3,13,19.9,74.599998,18.299999
Valencia,27sep2005,2005,9,27,2,20,4,16,20.6,70.900002,20.1
Valencia,28sep2005,2005,9,28,3,16,3,13,19.700001,77.900002,21.694736
Valencia,29sep2005,2005,9,29,4,22,3,19,20.5,78.599998,21.41
Valencia,30sep2005,2005,9,30,5,13,4,9,21,68,23
Valencia,01oct2005,2005,10,1,6,17,1,16,19.6,77.400002,24.4
Valencia,02oct2005,2005,10,2,0,12,2,10,20.299999,66,20.6
Valencia,03oct2005,2005,10,3,1,19,3,16,17.4,53.299999,25.299999
Valencia,04oct2005,2005,10,4,2,13,6,7,16.6,57.599998,23.1
Valencia,05oct2005,2005,10,5,3,17,4,13,18,72.699997,20.700001
Valencia,06oct2005,2005,10,6,4,15,3,12,18.5,73.300003,19.200001
Valencia,07oct2005,2005,10,7,5,13,2,11,19.4,74.5,21.799999
Valencia,08oct2005,2005,10,8,6,16,3,13,18.6,74.900002,17.5
Valencia,09oct2005,2005,10,9,0,8,2,6,19.4,76.599998,19.5
Valencia,10oct2005,2005,10,10,1,8,3,5,20.1,75.300003,16.200001
Valencia,11oct2005,2005,10,11,2,18,5,13,19.799999,75.199997,21.299999
Valencia,12oct2005,2005,10,12,3,16,6,10,20.9,75.099998,16
Valencia,13oct2005,2005,10,13,4,11,1,10,19,60.799999,18.299999
Valencia,14oct2005,2005,10,14,5,12,1,11,15.5,65.599998,22.4
Valencia,15oct2005,2005,10,15,6,15,2,13,17.799999,64.5,18
Valencia,16oct2005,2005,10,16,0,9,2,7,17.5,69.5,23.700001
Valencia,17oct2005,2005,10,17,1,18,5,13,17.9,68.300003,23.9
Valencia,18oct2005,2005,10,18,2,13,2,11,18.6,76.699997,23.700001
Valencia,19oct2005,2005,10,19,3,18,5,13,19.200001,70.699997,27.5
Valencia,20oct2005,2005,10,20,4,13,3,10,18.200001,74.800003,21.02
Valencia,21oct2005,2005,10,21,5,12,1,11,19.5,63.200001,21.208
Valencia,22oct2005,2005,10,22,6,14,5,9,20.5,55.5,23.4
Valencia,23oct2005,2005,10,23,0,14,1,13,19,67.699997,21.6
Valencia,24oct2005,2005,10,24,1,17,4,13,17.5,70.5,21.799999
Valencia,25oct2005,2005,10,25,2,14,2,12,17.4,75.5,20.9
Valencia,26oct2005,2005,10,26,3,12,0,12,17.9,75.5,20.9
Valencia,27oct2005,2005,10,27,4,22,4,18,19.1,77.900002,21.700001
Valencia,28oct2005,2005,10,28,5,12,2,10,19.200001,83.599998,21.200001
Valencia,29oct2005,2005,10,29,6,23,4,19,20.299999,81.800003,23.799999
Valencia,30oct2005,2005,10,30,0,19,2,17,20,80.900002,17.1
Valencia,31oct2005,2005,10,31,1,13,3,10,19.200001,65.199997,19
Valencia,01nov2005,2005,11,1,2,16,7,9,17.700001,57.700001,18.6
Valencia,02nov2005,2005,11,2,3,11,3,8,16.700001,65.300003,25.700001
Valencia,03nov2005,2005,11,3,4,23,5,18,16.799999,67.800003,26.5
Valencia,04nov2005,2005,11,4,5,13,2,11,17.299999,59.700001,18.799999
Valencia,05nov2005,2005,11,5,6,13,0,13,14.1,55.799999,18.700001
Valencia,06nov2005,2005,11,6,0,9,1,8,13.9,60.200001,19.700001
Valencia,07nov2005,2005,11,7,1,8,2,6,13.5,63,28.200001
Valencia,08nov2005,2005,11,8,2,17,4,13,13.7,69,21.1
Valencia,09nov2005,2005,11,9,3,19,1,18,14.3,61.5,35.299999
Valencia,10nov2005,2005,11,10,4,15,5,10,12.9,67.5,15.5
Valencia,11nov2005,2005,11,11,5,19,5,14,12.9,89.300003,24.9
Valencia,12nov2005,2005,11,12,6,17,2,15,14.7,65.099998,16.700001
Valencia,13nov2005,2005,11,13,0,17,1,16,19.700001,66.800003,17.4
Valencia,14nov2005,2005,11,14,1,13,2,11,11.3,85.599998,25
Valencia,15nov2005,2005,11,15,2,22,2,20,11.9,73.699997,18.1
Valencia,16nov2005,2005,11,16,3,16,2,14,11.6,72.5,19.4
Valencia,17nov2005,2005,11,17,4,20,3,17,13.6,63.299999,21.5
Valencia,18nov2005,2005,11,18,5,18,6,12,12.9,76.199997,18.9
Valencia,19nov2005,2005,11,19,6,18,3,15,14.6,79.599998,24.299999
Valencia,20nov2005,2005,11,20,0,17,1,16,14.1,78.400002,18.299999
Valencia,21nov2005,2005,11,21,1,18,3,15,13.5,83.400002,25.299999
Valencia,22nov2005,2005,11,22,2,19,5,14,14.2,79.400002,24.1
Valencia,23nov2005,2005,11,23,3,16,3,13,13.3,81.400002,17.9
Valencia,24nov2005,2005,11,24,4,13,3,10,12.5,62.700001,20.799999
Valencia,25nov2005,2005,11,25,5,12,3,9,9.6000004,60.299999,20.4
Valencia,26nov2005,2005,11,26,6,17,3,14,10.1,58.599998,17.700001
